Mod:Item:MetaData, Localized Name
HardcoreEnderExpansion:charm:69, Charm of Slaughter Impact
HardcoreEnderExpansion:charm:70, Charm of Slaughter Impact
HardcoreEnderExpansion:charm:77, Charm of Last Resort
HardcoreEnderExpansion:charm:78, Charm of Last Resort
HardcoreEnderExpansion:charm:79, Charm of Last Resort
HardcoreEnderExpansion:transference_gem, Transference Gem
HardcoreEnderExpansion:instability_orb, Instability Orb
HardcoreEnderExpansion:spawn_eggs:0, Spawn Angry Enderman
HardcoreEnderExpansion:spawn_eggs:1, Spawn Baby Enderman
HardcoreEnderExpansion:spawn_eggs:2, Spawn Ender Guardian
HardcoreEnderExpansion:spawn_eggs:3, Spawn Vampire Bat
HardcoreEnderExpansion:spawn_eggs:4, Spawn Infested Bat
HardcoreEnderExpansion:spawn_eggs:5, Spawn Fire Golem
HardcoreEnderExpansion:spawn_eggs:6, Spawn Scorching Lens
HardcoreEnderExpansion:spawn_eggs:7, Spawn Ender Eye
HardcoreEnderExpansion:spawn_eggs:8, Spawn Fire Fiend
HardcoreEnderExpansion:spawn_eggs:9, Spawn Ender Demon
HardcoreEnderExpansion:spawn_eggs:10, Spawn Paralyzed Enderman
HardcoreEnderExpansion:spawn_eggs:11, Spawn Louse
HardcoreEnderExpansion:spawn_eggs:12, Spawn Haunted Miner
HardcoreEnderExpansion:spawn_eggs:13, Spawn Homeland Enderman
HardcoreEnderExpansion:spawn_eggs:14, Spawn Endermage
HardcoreEnderExpansion:curse:0, Curse of Teleportation
HardcoreEnderExpansion:curse:256, Curse of Teleportation
HardcoreEnderExpansion:curse:1, Curse of Confusion
HardcoreEnderExpansion:curse:257, Curse of Confusion
HardcoreEnderExpansion:curse:2, Curse of Tranquility
HardcoreEnderExpansion:curse:258, Curse of Tranquility
HardcoreEnderExpansion:curse:3, Curse of Slowness
HardcoreEnderExpansion:curse:259, Curse of Slowness
HardcoreEnderExpansion:curse:4, Curse of Weakness
HardcoreEnderExpansion:curse:260, Curse of Weakness
HardcoreEnderExpansion:curse:5, Curse of Blindness
HardcoreEnderExpansion:curse:261, Curse of Blindness
HardcoreEnderExpansion:curse:6, Curse of Death
HardcoreEnderExpansion:curse:262, Curse of Death
HardcoreEnderExpansion:curse:7, Curse of Decay
HardcoreEnderExpansion:curse:263, Curse of Decay
HardcoreEnderExpansion:curse:8, Curse of Vampire
HardcoreEnderExpansion:curse:264, Curse of Vampire
HardcoreEnderExpansion:curse:9, Curse of Rebound
HardcoreEnderExpansion:curse:265, Curse of Rebound
HardcoreEnderExpansion:curse:10, Curse of Loss
HardcoreEnderExpansion:curse:266, Curse of Loss
HardcoreEnderExpansion:auricion, Auricion
HardcoreEnderExpansion:endoplasm, Ectoplasm
HardcoreEnderExpansion:living_matter, Living Matter
IC2:itemHarz, ic2.itemHarz.name
IC2:itemRubber, ic2.itemRubber.name
IC2:itemFluidCell, ic2.itemFluidCell.name
IC2:itemupgradekit:0, ic2.itemMFSUupgradekit
IC2:itemRecipePart:0, ic2.itemPartCoil
IC2:itemRecipePart:1, ic2.itemPartEleMotor
IC2:itemRecipePart:2, ic2.itempowerunit
IC2:itemRecipePart:3, ic2.itempowerunitsmall
IC2:itemRecipePart:4, ic2.itemrawcrystalmemory
IC2:itemRecipePart:5, ic2.itemheatconductor
IC2:itemRecipePart:6, ic2.itemcopperboiler
IC2:itemRecipePart:7, ic2.itemwoodrotorblade
IC2:itemRecipePart:8, ic2.itemironrotorblade
IC2:itemRecipePart:9, ic2.itemcarbonrotorblade
IC2:itemRecipePart:10, ic2.itemsteelrotorblade
IC2:itemRecipePart:11, ic2.itemironshaft
IC2:itemRecipePart:12, ic2.itemsteelshaft
IC2:itemCasing:0, ic2.itemCasingCopper
IC2:itemCasing:1, ic2.itemCasingTin
IC2:itemCasing:2, ic2.itemCasingBronze
IC2:itemCasing:3, ic2.itemCasingGold
IC2:itemCasing:4, ic2.itemCasingIron
IC2:itemCasing:5, ic2.itemCasingAdvIron
IC2:itemCasing:6, ic2.itemCasingLead
IC2:itemCrushedOre:0, ic2.itemCrushedIronOre
IC2:itemCrushedOre:1, ic2.itemCrushedCopperOre
IC2:itemCrushedOre:2, ic2.itemCrushedGoldOre
IC2:itemCrushedOre:3, ic2.itemCrushedTinOre
IC2:itemCrushedOre:4, ic2.itemCrushedUranOre
IC2:itemCrushedOre:5, ic2.itemCrushedSilverOre
IC2:itemCrushedOre:6, ic2.itemCrushedLeadOre
IC2:itemPurifiedCrushedOre:0, ic2.itemPurifiedCrushedIronOre
IC2:itemPurifiedCrushedOre:1, ic2.itemPurifiedCrushedCopperOre
IC2:itemPurifiedCrushedOre:2, ic2.itemPurifiedCrushedGoldOre
IC2:itemPurifiedCrushedOre:3, ic2.itemPurifiedCrushedTinOre
IC2:itemPurifiedCrushedOre:4, ic2.itemPurifiedCrushedUranOre
IC2:itemPurifiedCrushedOre:5, ic2.itemPurifiedCrushedSilverOre
IC2:itemPurifiedCrushedOre:6, ic2.itemPurifiedCrushedLeadOre
IC2:itemPlates:0, ic2.itemPlateCopper
IC2:itemPlates:1, ic2.itemPlateTin
IC2:itemPlates:2, ic2.itemPlateBronze
IC2:itemPlates:3, ic2.itemPlateGold
IC2:itemPlates:4, ic2.itemPlateIron
IC2:itemPlates:5, ic2.itemPlateAdvIron
IC2:itemPlates:6, ic2.itemPlateLead
IC2:itemPlates:7, ic2.itemPlateObsidian
IC2:itemPlates:8, ic2.itemPlateLapi
IC2:itemDensePlates:0, ic2.itemDensePlateCopper
IC2:itemDensePlates:1, ic2.itemDensePlateTin
IC2:itemDensePlates:2, ic2.itemDensePlateBronze
IC2:itemDensePlates:3, ic2.itemDensePlateGold
IC2:itemDensePlates:4, ic2.itemDensePlateIron
IC2:itemDensePlates:5, ic2.itemDensePlateAdvIron
IC2:itemDensePlates:6, ic2.itemDensePlateLead
IC2:itemDensePlates:7, ic2.itemDensePlateObsidian
IC2:itemDensePlates:8, ic2.itemDensePlateLapi
IC2:itemTurningBlanks:349525, ic2.itemTurningBlanksIRON
IC2:itemTurningBlanksWood:209715, ic2.itemTurningBlanksWOOD
IC2:itemDustSmall:0, ic2.itemDustIronSmall
IC2:itemDustSmall:1, ic2.itemDustCopperSmall
IC2:itemDustSmall:2, ic2.itemDustGoldSmall
IC2:itemDustSmall:3, ic2.itemDustTinSmall
IC2:itemDustSmall:4, ic2.itemDustSilverSmall
IC2:itemDustSmall:5, ic2.itemDustLeadSmall
IC2:itemDustSmall:6, ic2.itemDustSulfurSmall
IC2:itemDustSmall:7, ic2.itemDustLithiumSmall
IC2:itemDustSmall:8, ic2.itemDustBronzeSmall
IC2:itemDustSmall:9, ic2.itemDustLapiSmall
IC2:itemDustSmall:10, ic2.itemDustObsidianSmall
IC2:itemDust:0, ic2.itemDustBronze
IC2:itemDust:1, ic2.itemDustClay
IC2:itemDust:2, ic2.itemDustCoal
IC2:itemDust:3, ic2.itemDustCopper
IC2:itemDust:4, ic2.itemDustGold
IC2:itemDust:5, ic2.itemDustIron
IC2:itemDust:6, ic2.itemDustSilver
IC2:itemDust:7, ic2.itemDustTin
IC2:itemDust:8, ic2.itemFuelCoalDust
IC2:itemDust:9, ic2.itemDustStone
IC2:itemDust:10, ic2.itemDustLead
IC2:itemDust:11, ic2.itemDustObsidian
IC2:itemDust:12, ic2.itemDustLapi
IC2:itemDust:13, ic2.itemDustSulfur
IC2:itemDust:14, ic2.itemDustLithium
IC2:itemDust2:0, ic2.itemDustsilicondioxide
IC2:itemDust2:1, ic2.itemDustdiamond
IC2:itemDust2:2, ic2.itemDustenergium
IC2:itemDust2:3, ic2.itemAshes
IC2:itemIngot:0, ic2.itemIngotCopper
IC2:itemIngot:1, ic2.itemIngotTin
IC2:itemIngot:2, ic2.itemIngotBronze
IC2:itemIngot:3, ic2.itemIngotAdvIron
IC2:itemIngot:4, ic2.itemIngotAlloy
IC2:itemIngot:5, ic2.itemIngotLead
IC2:itemIngot:6, ic2.itemIngotSilver
IC2:reactorLithiumCell, ic2.reactorLithiumCell.name
IC2:itemTritiumCell, ic2.itemTritiumCell.name
IC2:itemUran, ic2.itemUran.name
IC2:itemMOX, ic2.itemMOX.name
IC2:itemPlutonium, ic2.itemPlutonium.name
IC2:itemPlutoniumSmall, ic2.itemPlutoniumSmall.name
IC2:itemUran235, ic2.itemUran235.name
IC2:itemUran235small, ic2.itemUran235small.name
IC2:itemUran238, ic2.itemUran238.name
IC2:itemFuelRod, ic2.itemFuelRod.name
IC2:itemRTGPellet, ic2.itemRTGPellet.name
IC2:itemPartCircuit, ic2.itemPartCircuit.name
IC2:itemPartCircuitAdv, ic2.itemPartCircuitAdv.name
IC2:itemPartAlloy, ic2.itemPartAlloy.name
IC2:itemPartCarbonFibre, ic2.itemPartCarbonFibre.name
IC2:itemPartCarbonMesh, ic2.itemPartCarbonMesh.name
IC2:itemPartCarbonPlate, ic2.itemPartCarbonPlate.name
IC2:itemOreIridium, ic2.itemOreIridium.name
IC2:itemPartIridium, ic2.itemPartIridium.name
IC2:itemShardIridium, ic2.itemShardIridium.name
IC2:itemTreetap, ic2.itemTreetap.name
IC2:itemToolBronzePickaxe, ic2.itemToolBronzePickaxe.name
IC2:itemToolBronzeAxe, ic2.itemToolBronzeAxe.name
IC2:itemToolBronzeSword, ic2.itemToolBronzeSword.name
IC2:itemToolBronzeSpade, ic2.itemToolBronzeSpade.name
IC2:itemToolBronzeHoe, ic2.itemToolBronzeHoe.name
IC2:itemToolWrench, ic2.itemToolWrench.name
IC2:itemToolCutter, ic2.itemToolCutter.name
IC2:itemFoamSprayer, ic2.itemFoamSprayer.name
IC2:itemToolbox, ic2.itemToolbox.name
IC2:itemContainmentbox, ic2.itemContainmentbox.name
IC2:itemToolForgeHammer, ic2.itemToolForgeHammer.name
IC2:itemLathingTool, ic2.itemLathingTool.name
IC2:itemcrystalmemory, ic2.itemcrystalmemory.name
IC2:itemToolDrill, ic2.itemToolDrill.name
IC2:itemToolDDrill, ic2.itemToolDDrill.name
IC2:itemToolIridiumDrill, ic2.itemToolIridiumDrill.name
IC2:itemToolChainsaw, ic2.itemToolChainsaw.name
IC2:itemToolWrenchElectric, ic2.itemToolWrenchElectric.name
IC2:itemTreetapElectric, ic2.itemTreetapElectric.name
IC2:itemToolMiningLaser, ic2.itemToolMiningLaser.name
IC2:itemToolMEter, ic2.itemToolMEter.name
IC2:itemScanner, ic2.itemScanner.name
IC2:itemScannerAdv, ic2.itemScannerAdv.name
IC2:obscurator, ic2.obscurator.name
IC2:itemFreq, ic2.itemFreq.name
IC2:itemNanoSaber, ic2.itemNanoSaber.name
IC2:plasmaLauncher, ic2.plasmaLauncher.name
IC2:windmeter, ic2.windmeter.name
IC2:itemArmorHazmatHelmet, ic2.itemArmorHazmatHelmet.name
IC2:itemArmorHazmatChestplate, ic2.itemArmorHazmatChestplate.name
IC2:itemArmorHazmatLeggings, ic2.itemArmorHazmatLeggings.name
IC2:itemArmorRubBoots, ic2.itemArmorRubBoots.name
IC2:itemArmorBronzeHelmet, ic2.itemArmorBronzeHelmet.name
IC2:itemArmorBronzeChestplate, ic2.itemArmorBronzeChestplate.name
IC2:itemArmorBronzeLegs, ic2.itemArmorBronzeLegs.name
IC2:itemArmorBronzeBoots, ic2.itemArmorBronzeBoots.name
IC2:itemArmorAlloyChestplate, ic2.itemArmorAlloyChestplate.name
IC2:itemArmorNanoHelmet, ic2.itemArmorNanoHelmet.name
IC2:itemArmorNanoChestplate, ic2.itemArmorNanoChestplate.name
IC2:itemArmorNanoLegs, ic2.itemArmorNanoLegs.name
IC2:itemArmorNanoBoots, ic2.itemArmorNanoBoots.name
IC2:itemArmorQuantumHelmet, ic2.itemArmorQuantumHelmet.name
IC2:itemArmorQuantumChestplate, ic2.itemArmorQuantumChestplate.name
IC2:itemArmorQuantumLegs, ic2.itemArmorQuantumLegs.name
IC2:itemArmorQuantumBoots, ic2.itemArmorQuantumBoots.name
IC2:itemArmorJetpack, ic2.itemArmorJetpack.name
IC2:itemArmorJetpackElectric, ic2.itemArmorJetpackElectric.name
IC2:itemArmorBatpack, ic2.itemArmorBatpack.name
IC2:itemArmorAdvBatpack, ic2.itemArmorAdvBatpack.name
IC2:itemArmorEnergypack, ic2.itemArmorEnergypack.name
IC2:itemArmorCFPack, ic2.itemArmorCFPack.name
IC2:itemSolarHelmet, ic2.itemSolarHelmet.name
IC2:itemStaticBoots, ic2.itemStaticBoots.name
IC2:itemNightvisionGoggles, ic2.itemNightvisionGoggles.name
IC2:itemBatREDischarged, ic2.itemBatREDischarged.name
IC2:itemBatRE, ic2.itemBatRE.name
IC2:itemAdvBat, ic2.itemAdvBat.name
IC2:itemBatCrystal, ic2.itemBatCrystal.name
IC2:itemBatLamaCrystal, ic2.itemBatLamaCrystal.name
IC2:itemBatSU, ic2.itemBatSU.name
IC2:itemBatChargeRE, ic2.itemBatChargeRE.name
IC2:itemBatChargeAdv, ic2.itemBatChargeAdv.name
IC2:itemBatChargeCrystal, ic2.itemBatChargeCrystal.name
IC2:itemBatChargeLamaCrystal, ic2.itemBatChargeLamaCrystal.name
IC2:itemCable:0, ic2.itemCable
IC2:itemCable:1, ic2.itemCableO
IC2:itemCable:2, ic2.itemGoldCable
IC2:itemCable:3, ic2.itemGoldCableI
IC2:itemCable:5, ic2.itemIronCable
IC2:itemCable:6, ic2.itemIronCableI
IC2:itemCable:9, ic2.itemGlassCable
IC2:itemCable:10, ic2.itemTinCable
IC2:itemCable:11, ic2.itemDetectorCable
IC2:itemCable:12, ic2.itemSplitterCable
IC2:itemCable:13, ic2.itemTinCableI
IC2:itemCellEmpty:0, ic2.itemCellEmpty
IC2:itemCellEmpty:1, ic2.itemCellWater
IC2:itemCellEmpty:2, ic2.itemCellLava
IC2:itemCellEmpty:3, ic2.itemCellUuMatter
IC2:itemCellEmpty:4, ic2.itemCellCF
IC2:itemCellEmpty:5, ic2.itemCellAir
IC2:itemCellEmpty:6, ic2.itemCellBiomass
IC2:itemCellEmpty:7, ic2.itemCellBiogas
IC2:itemCellEmpty:8, ic2.itemCellWaterElectro
IC2:itemCellEmpty:9, ic2.itemCellCoolant
IC2:itemCellEmpty:10, ic2.itemCellHotCoolant
IC2:itemCellEmpty:11, ic2.itemCellPahoehoelava
IC2:itemCellEmpty:12, ic2.itemCellDistilledWater
IC2:itemCellEmpty:13, ic2.itemCellSuperheatedSteam
IC2:itemCellEmpty:14, ic2.itemCellSteam
IC2:itemTinCan, ic2.itemTinCan.name
IC2:itemTinCanFilled, ic2.itemTinCanFilled.name
IC2:reactorMOXSimple, ic2.reactorMOXSimple.name
IC2:reactorMOXDual, ic2.reactorMOXDual.name
IC2:reactorMOXQuad, ic2.reactorMOXQuad.name
IC2:reactorUraniumSimple, ic2.reactorUraniumSimple.name
IC2:reactorUraniumDual, ic2.reactorUraniumDual.name
IC2:reactorUraniumQuad, ic2.reactorUraniumQuad.name
IC2:reactorMOXSimpledepleted, ic2.reactorMOXSimpledepleted.name
IC2:reactorMOXDualdepleted, ic2.reactorMOXDualdepleted.name
IC2:reactorMOXQuaddepleted, ic2.reactorMOXQuaddepleted.name
IC2:reactorUraniumSimpledepleted, ic2.reactorUraniumSimpledepleted.name
IC2:reactorUraniumDualdepleted, ic2.reactorUraniumDualdepleted.name
IC2:reactorUraniumQuaddepleted, ic2.reactorUraniumQuaddepleted.name
IC2:reactorCoolantSimple, ic2.reactorCoolantSimple.name
IC2:reactorCoolantTriple, ic2.reactorCoolantTriple.name
IC2:reactorCoolantSix, ic2.reactorCoolantSix.name
IC2:reactorPlating, ic2.reactorPlating.name
IC2:reactorPlatingHeat, ic2.reactorPlatingHeat.name
IC2:reactorPlatingExplosive, ic2.reactorPlatingExplosive.name
IC2:reactorHeatSwitch, ic2.reactorHeatSwitch.name
IC2:reactorHeatSwitchCore, ic2.reactorHeatSwitchCore.name
IC2:reactorHeatSwitchSpread, ic2.reactorHeatSwitchSpread.name
IC2:reactorHeatSwitchDiamond, ic2.reactorHeatSwitchDiamond.name
IC2:reactorVent, ic2.reactorVent.name
IC2:reactorVentCore, ic2.reactorVentCore.name
IC2:reactorVentGold, ic2.reactorVentGold.name
IC2:reactorVentSpread, ic2.reactorVentSpread.name
IC2:reactorVentDiamond, ic2.reactorVentDiamond.name
IC2:reactorReflector, ic2.reactorReflector.name
IC2:reactorReflectorThick, ic2.reactorReflectorThick.name
IC2:reactorCondensator, ic2.reactorCondensator.name
IC2:reactorCondensatorLap, ic2.reactorCondensatorLap.name
IC2:itemTFBP, ic2.itemTFBP.name
IC2:itemTFBPCultivation, ic2.itemTFBPCultivation.name
IC2:itemTFBPIrrigation, ic2.itemTFBPIrrigation.name
IC2:itemTFBPChilling, ic2.itemTFBPChilling.name
IC2:itemTFBPDesertification, ic2.itemTFBPDesertification.name
IC2:itemTFBPFlatification, ic2.itemTFBPFlatification.name
IC2:itemTFBPMushroom, ic2.itemTFBPMushroom.name
IC2:itemPartCoalBall, ic2.itemPartCoalBall.name
IC2:itemPartCoalBlock, ic2.itemPartCoalBlock.name
IC2:itemPartCoalChunk, ic2.itemPartCoalChunk.name
IC2:itemPartIndustrialDiamond, ic2.itemPartIndustrialDiamond.name
IC2:itemSlag, ic2.itemSlag.name
IC2:itemScrap, ic2.itemScrap.name
IC2:itemScrapbox, ic2.itemScrapbox.name
IC2:itemFuelPlantBall, ic2.itemFuelPlantBall.name
IC2:itemBiochaff, ic2.itemBiochaff.name
IC2:itemToolPainter, ic2.itemToolPainter.name
IC2:itemToolPainterBlack, ic2.itemToolPainterBlack.name
IC2:itemToolPainterRed, ic2.itemToolPainterRed.name
IC2:itemToolPainterGreen, ic2.itemToolPainterGreen.name
IC2:itemToolPainterBrown, ic2.itemToolPainterBrown.name
IC2:itemToolPainterBlue, ic2.itemToolPainterBlue.name
IC2:itemToolPainterPurple, ic2.itemToolPainterPurple.name
IC2:itemToolPainterCyan, ic2.itemToolPainterCyan.name
IC2:itemToolPainterLightGrey, ic2.itemToolPainterLightGrey.name
IC2:itemToolPainterDarkGrey, ic2.itemToolPainterDarkGrey.name
IC2:itemToolPainterPink, ic2.itemToolPainterPink.name
IC2:itemToolPainterLime, ic2.itemToolPainterLime.name
IC2:itemToolPainterYellow, ic2.itemToolPainterYellow.name
IC2:itemToolPainterCloud, ic2.itemToolPainterCloud.name
IC2:itemToolPainterMagenta, ic2.itemToolPainterMagenta.name
IC2:itemToolPainterOrange, ic2.itemToolPainterOrange.name
IC2:itemToolPainterWhite, ic2.itemToolPainterWhite.name
IC2:itemDynamite, ic2.itemDynamite.name
IC2:itemDynamiteSticky, ic2.itemDynamiteSticky.name
IC2:itemRemote, ic2.itemRemote.name
IC2:upgradeModule:0, ic2.overclockerUpgrade
IC2:upgradeModule:1, ic2.transformerUpgrade
IC2:upgradeModule:2, ic2.energyStorageUpgrade
IC2:upgradeModule:3, ic2.ejectorUpgrade
IC2:upgradeModule:4, ic2.fluidEjectorUpgrade
IC2:upgradeModule:5, ic2.redstoneinvUpgrade
IC2:upgradeModule:6, ic2.pullingUpgrade
IC2:itemCoin, ic2.itemCoin.name
IC2:itemDoorAlloy, ic2.itemDoorAlloy.name
IC2:itemPartCFPowder, ic2.itemPartCFPowder.name
IC2:itemGrinPowder, ic2.itemGrinPowder.name
IC2:itemDebug, ic2.itemDebug.name
IC2:itemBoat:0, ic2.boatCarbon
IC2:itemBoat:1, ic2.boatRubber
IC2:itemBoat:2, ic2.boatRubberBroken
IC2:itemBoat:3, ic2.boatElectric
IC2:itemWeedingTrowel, ic2.itemWeedingTrowel.name
IC2:itemWeed, ic2.itemWeed.name
IC2:itemCropSeed, ic2.itemCropSeed.name
IC2:itemCropnalyzer, ic2.itemCropnalyzer.name
IC2:itemFertilizer, ic2.itemFertilizer.name
IC2:itemCellHydrant, ic2.itemCellHydrant.name
IC2:itemToolHoe, ic2.itemToolHoe.name
IC2:itemTerraWart, ic2.itemTerraWart.name
IC2:itemWeedEx, ic2.itemWeedEx.name
IC2:itemMugEmpty, ic2.itemMugEmpty.name
IC2:itemCofeeBeans, ic2.itemCofeeBeans.name
IC2:itemCofeePowder, ic2.itemCofeePowder.name
IC2:itemMugCoffee:0, ic2.itemMugCoffee_0
IC2:itemMugCoffee:1, ic2.itemMugCoffee_1
IC2:itemMugCoffee:2, ic2.itemMugCoffee_2
IC2:itemHops, ic2.itemHops.name
IC2:itemBarrel, ic2.itemBarrel.name
IC2:itemMugBooze, ic2.itemMugBooze.name
IC2:itemwoodrotor, ic2.itemwoodrotor.name
IC2:itemironrotor, ic2.itemironrotor.name
IC2:itemsteelrotor, ic2.itemsteelrotor.name
IC2:itemwcarbonrotor, ic2.itemwcarbonrotor.name
IC2:itemSteamTurbine, ic2.itemSteamTurbine.name
IC2:itemSteamTurbineBlade, ic2.itemSteamTurbineBlade.name
IC2:itemIronBlockCuttingBlade, ic2.itemIronBlockCuttingBlade.name
IC2:itemAdvIronBlockCuttingBlade, ic2.itemAdvIronBlockCuttingBlade.name
IC2:itemDiamondBlockCuttingBlade, ic2.itemDiamondBlockCuttingBlade.name
Forestry:fertilizerBio, Compost
Forestry:fertilizerCompound, Fertilizer
Forestry:apatite, Apatite
Forestry:researchNote, %s's Notes
Forestry:ingotCopper, Copper Ingot
Forestry:ingotTin, Tin Ingot
Forestry:ingotBronze, Bronze Ingot
Forestry:wrench, Wrench
Forestry:pipette, Pipette
Forestry:sturdyMachine, Sturdy Casing
Forestry:hardenedMachine, Hardened Casing
Forestry:impregnatedCasing, Impregnated Casing
Forestry:craftingMaterial:0, Pulsating Dust
Forestry:craftingMaterial:1, Pulsating Mesh
Forestry:craftingMaterial:2, Silk Wisp
Forestry:craftingMaterial:3, Woven Silk
Forestry:craftingMaterial:4, Dissipation Charge
Forestry:craftingMaterial:5, Ice Shard
Forestry:craftingMaterial:6, Scented Paneling
Forestry:naturalistHelmet, Spectacles
Forestry:peat, Peat
Forestry:ash, Ash
Forestry:bituminousPeat, Bituminous Peat
Forestry:gearBronze, Bronze Gear
Forestry:gearCopper, Copper Gear
Forestry:gearTin, Tin Gear
Forestry:chipsets:0, Basic Circuit Board
Forestry:chipsets:1, Enhanced Circuit Board
Forestry:chipsets:2, Refined Circuit Board
Forestry:chipsets:3, Intricate Circuit Board
Forestry:solderingIron, Soldering Iron
Forestry:carton, Carton
Forestry:oakStick, Impregnated Stick
Forestry:woodPulp, Wood Pulp
Forestry:brokenBronzePickaxe, Broken Pickaxe
Forestry:brokenBronzeShovel, Broken Shovel
Forestry:bronzePickaxe, Survivalist's Pickaxe
Forestry:bronzeShovel, Survivalist's Shovel
Forestry:kitShovel, Shovel Kit
Forestry:kitPickaxe, Pickaxe Kit
Forestry:mouldyWheat, Mouldy Wheat
Forestry:decayingWheat, Decaying Wheat
Forestry:mulch, Mulch
Forestry:iodineCapsule, Iodine Capsule
Forestry:phosphor, Phosphor
Forestry:beeswax, Beeswax
Forestry:refractoryWax, Refractory Wax
Forestry:fruits:0, Cherry
Forestry:fruits:1, Walnut
Forestry:fruits:2, Chestnut
Forestry:fruits:3, Lemon
Forestry:fruits:4, Plum
Forestry:fruits:5, Date
Forestry:fruits:6, Papaya
Forestry:canEmpty, Can
Forestry:waxCapsule, Wax Capsule
Forestry:refractoryEmpty, Refractory Capsule
Forestry:canEthanol, Ethanol Can
Forestry:waxCapsuleEthanol, Ethanol Capsule
Forestry:refractoryEthanol, Ethanol Capsule
Forestry:bucketEthanol, Ethanol Bucket
Forestry:canBiomass, Biomass Can
Forestry:waxCapsuleBiomass, Biomass Capsule
Forestry:refractoryBiomass, Biomass Capsule
Forestry:bucketBiomass, Biomass Bucket
Forestry:bucketGlass, Molten Glass Bucket
Forestry:canHoney, Honey Can
Forestry:waxCapsuleHoney, Honey Capsule
